 

stn;time;kaaescd0
PGE;20060412;0
PGE;20060413;0
PGE;20060414;0
PGE;20060415;0
PGE;20060416;0
PGE;20060417;0
PGE;20060418;0
PGE;20060419;0
PGE;20060420;0
PGE;20060421;0
PGE;20060422;0
PGE;20060423;0
PGE;20060424;0
PGE;20060425;0
PGE;20060426;0
PGE;20060427;2
PGE;20060428;0
PGE;20060429;0
PGE;20060430;0
PGE;20060501;0
PGE;20060502;0
PGE;20060503;0
PGE;20060504;8
PGE;20060505;2
PGE;20060506;0
PGE;20060507;0
PGE;20060508;6
PGE;20060509;0
PGE;20060510;0
PGE;20060511;0
PGE;20060512;8
PGE;20060513;8
PGE;20060514;0
PGE;20060515;12
PGE;20060516;4
PGE;20060517;4
PGE;20060518;0
PGE;20060519;2
PGE;20060520;2
PGE;20060521;0
PGE;20060522;2
PGE;20060523;0
PGE;20060524;2
PGE;20060525;0
PGE;20060526;0
PGE;20060527;0
PGE;20060528;0
PGE;20060529;0
PGE;20060530;0
PGE;20060531;0
PGE;20060601;0
PGE;20060602;0
PGE;20060603;2
PGE;20060604;0
PGE;20060605;0
PGE;20060606;0
PGE;20060607;0
PGE;20060608;0
PGE;20060609;0
PGE;20060610;0
PGE;20060611;0
PGE;20060612;0
PGE;20060613;0
PGE;20060614;0
PGE;20060615;0
PGE;20060616;0
PGE;20060617;2
PGE;20060618;0
PGE;20060619;0
PGE;20060620;0
PGE;20060621;0
PGE;20060622;0
PGE;20060623;0
PGE;20060624;0
PGE;20060625;0
PGE;20060626;0
PGE;20060627;0
PGE;20060628;0
PGE;20060629;0
PGE;20060630;0
PGE;20060701;0
PGE;20060702;0
PGE;20060703;0
PGE;20060704;0
PGE;20060705;0
PGE;20060706;0
PGE;20060707;0
PGE;20060708;2
PGE;20060709;0
PGE;20060710;0
PGE;20060711;0
PGE;20060712;0
PGE;20060713;0
PGE;20060714;0
PGE;20060715;0
PGE;20060716;0
PGE;20060717;0
PGE;20060718;0
PGE;20060719;0
PGE;20060720;0
PGE;20060721;0
PGE;20060722;0
PGE;20060723;0
PGE;20060724;0
PGE;20060725;0
PGE;20060726;0
PGE;20060727;0
PGE;20060728;0
PGE;20060729;0
PGE;20060730;0
PGE;20060731;0
PGE;20060801;0
PGE;20060802;0
PGE;20060803;0
PGE;20060804;0
PGE;20060805;0
PGE;20060806;0
PGE;20060807;0
PGE;20060808;0
PGE;20060809;0
PGE;20060810;0
PGE;20060811;0
PGE;20060812;0
PGE;20060813;0
PGE;20060814;0
PGE;20060815;0
PGE;20060816;0
PGE;20060817;0
PGE;20060818;0
PGE;20060819;0
PGE;20060820;0
PGE;20060821;0
PGE;20060822;0
PGE;20060823;0
PGE;20060824;0
PGE;20060825;0
PGE;20060826;0
PGE;20060827;0
PGE;20060828;0
PGE;20060829;0
PGE;20060830;0
PGE;20060831;0
PGE;20060901;0
PGE;20060902;0
PGE;20060903;0
PGE;20060904;0
PGE;20060905;0
PGE;20060906;0
PGE;20060907;0
PGE;20060908;0
PGE;20060909;0
PGE;20060910;0
PGE;20060911;0
PGE;20060912;0
PGE;20060913;0
PGE;20060914;0
PGE;20060915;0
PGE;20060916;0
PGE;20060917;0
PGE;20060918;0
PGE;20060919;0
PGE;20060920;0
PGE;20060921;0
PGE;20060922;0
PGE;20060923;0
PGE;20060924;0
PGE;20060925;0
PGE;20060926;0
PGE;20060927;0
PGE;20060928;0
PGE;20060929;0
PGE;20060930;0
PGE;20061001;0
PGE;20061002;0
PGE;20061003;0
PGE;20061004;0
PGE;20061005;0
PGE;20061006;0
PGE;20061007;0
PGE;20061008;0
PGE;20061009;0
PGE;20061010;0
PGE;20061011;0
PGE;20061012;0
PGE;20061013;0
PGE;20061014;0
PGE;20061015;0
PGE;20061016;0
PGE;20061017;0
PGE;20061018;0
PGE;20061019;0
PGE;20061020;0
PGE;20061021;0
PGE;20061022;0
PGE;20061023;0
PGE;20061024;0
PGE;20061025;0
PGE;20061026;0
PGE;20061027;0
PGE;20061028;0
PGE;20061029;0
PGE;20061030;0
PGE;20061031;0
PGE;20061101;0
PGE;20061102;0
PGE;20061103;0
PGE;20061104;0
PGE;20061105;0
PGE;20061106;0
PGE;20061107;0
PGE;20061108;0
PGE;20061109;0
PGE;20061110;0
PGE;20061111;0
PGE;20061112;0
PGE;20061113;0
PGE;20061114;0
PGE;20061115;0
PGE;20061116;0
PGE;20061117;0
PGE;20061118;0
PGE;20061119;0
PGE;20061120;0
PGE;20061121;0
PGE;20061122;0
PGE;20061123;0
PGE;20061124;0
PGE;20061125;0
PGE;20061126;0
PGE;20061127;0
PGE;20061128;0
PGE;20061129;0
PGE;20061130;0
PGE;20061201;0
PGE;20061202;0
PGE;20061203;0
PGE;20061204;0
PGE;20061205;0
PGE;20061206;0
PGE;20061207;0
PGE;20061208;0
PGE;20061209;0
PGE;20061210;0
PGE;20061211;0
PGE;20061212;0
PGE;20061213;0
PGE;20061214;0
PGE;20061215;0
PGE;20061216;0
PGE;20061217;0
PGE;20061218;0
PGE;20061219;0
PGE;20061220;0
PGE;20061221;0
PGE;20061222;0
PGE;20061223;0
PGE;20061224;0
PGE;20061225;0
PGE;20061226;0
PGE;20061227;0
PGE;20061228;0
PGE;20061229;0
PGE;20061230;0
PGE;20061231;0
PGE;20070101;0
PGE;20070102;0
PGE;20070103;0
PGE;20070104;0
PGE;20070105;0
PGE;20070106;0
PGE;20070107;0
PGE;20070108;0
PGE;20070109;0
PGE;20070110;0
PGE;20070111;0
PGE;20070112;0
PGE;20070113;0
PGE;20070114;0
PGE;20070115;0
PGE;20070116;0
PGE;20070117;0
PGE;20070118;0
PGE;20070119;0
PGE;20070120;0
PGE;20070121;0
PGE;20070122;0
PGE;20070123;0
PGE;20070124;0
PGE;20070125;0
PGE;20070126;0
PGE;20070127;0
PGE;20070128;0
PGE;20070129;0
PGE;20070130;0
PGE;20070131;0
PGE;20070201;0
PGE;20070202;0
PGE;20070203;0
PGE;20070204;0
PGE;20070205;0
PGE;20070206;0
PGE;20070207;0
PGE;20070208;0
PGE;20070209;0
PGE;20070210;0
PGE;20070211;0
PGE;20070212;0
PGE;20070213;0
PGE;20070214;0
PGE;20070215;0
PGE;20070216;0
PGE;20070217;0
PGE;20070218;0
PGE;20070219;0
PGE;20070220;0
PGE;20070221;0
PGE;20070222;0
PGE;20070223;0
PGE;20070224;0
PGE;20070225;0
PGE;20070226;0
PGE;20070227;0
PGE;20070228;0
PGE;20070301;0
PGE;20070302;0
PGE;20070303;0
PGE;20070304;0
PGE;20070305;0
PGE;20070306;0
PGE;20070307;0
PGE;20070308;0
PGE;20070309;0
PGE;20070310;0
PGE;20070311;0
PGE;20070312;0
PGE;20070313;0
PGE;20070314;0
PGE;20070315;0
PGE;20070316;0
PGE;20070317;0
PGE;20070318;0
PGE;20070319;0
PGE;20070320;0
PGE;20070321;0
PGE;20070322;0
PGE;20070323;0
PGE;20070324;0
PGE;20070325;0
PGE;20070326;0
PGE;20070327;0
PGE;20070328;0
PGE;20070329;0
PGE;20070330;0
PGE;20070331;0
PGE;20070401;0
PGE;20070402;0
PGE;20070403;0
PGE;20070404;0
PGE;20070405;0
PGE;20070406;0
PGE;20070407;0
PGE;20070408;0
PGE;20070409;0
PGE;20070410;0
PGE;20070411;0
PGE;20070412;0
PGE;20070413;0
PGE;20070414;0
PGE;20070415;0
PGE;20070416;2
PGE;20070417;0
PGE;20070418;0
PGE;20070419;0
PGE;20070420;0
PGE;20070421;0
PGE;20070422;0
PGE;20070423;4
PGE;20070424;6
PGE;20070425;10
PGE;20070426;14
PGE;20070427;2
PGE;20070428;2
PGE;20070429;2
PGE;20070430;2
PGE;20070501;2
PGE;20070502;0
PGE;20070503;2
PGE;20070504;0
PGE;20070505;0
PGE;20070506;4
PGE;20070507;4
PGE;20070508;2
PGE;20070509;0
PGE;20070510;0
PGE;20070511;8
PGE;20070512;0
PGE;20070513;2
PGE;20070514;2
PGE;20070515;6
PGE;20070516;0
PGE;20070517;0
PGE;20070518;0
PGE;20070519;0
PGE;20070520;0
PGE;20070521;0
PGE;20070522;0
PGE;20070523;0
PGE;20070524;0
PGE;20070525;0
PGE;20070526;0
PGE;20070527;0
PGE;20070528;0
PGE;20070529;0
PGE;20070530;0
PGE;20070531;0
PGE;20070601;0
PGE;20070602;0
PGE;20070603;0
PGE;20070604;0
PGE;20070605;0
PGE;20070606;0
PGE;20070607;0
PGE;20070608;0
PGE;20070609;0
PGE;20070610;0
PGE;20070611;0
PGE;20070612;0
PGE;20070613;0
PGE;20070614;0
PGE;20070615;0
PGE;20070616;0
PGE;20070617;0
PGE;20070618;0
PGE;20070619;0
PGE;20070620;0
PGE;20070621;0
PGE;20070622;0
PGE;20070623;0
PGE;20070624;0
PGE;20070625;0
PGE;20070626;0
PGE;20070627;0
PGE;20070628;0
PGE;20070629;0
PGE;20070630;0
PGE;20070701;0
PGE;20070702;0
PGE;20070703;0
PGE;20070704;0
PGE;20070705;0
PGE;20070706;0
PGE;20070707;0
PGE;20070708;0
PGE;20070709;0
PGE;20070710;0
PGE;20070711;0
PGE;20070712;0
PGE;20070713;0
PGE;20070714;0
PGE;20070715;0
PGE;20070716;0
PGE;20070717;0
PGE;20070718;0
PGE;20070719;0
PGE;20070720;0
PGE;20070721;0
PGE;20070722;0
PGE;20070723;0
PGE;20070724;0
PGE;20070725;0
PGE;20070726;0
PGE;20070727;0
PGE;20070728;0
PGE;20070729;0
PGE;20070730;0
PGE;20070731;0
PGE;20070801;0
PGE;20070802;0
PGE;20070803;0
PGE;20070804;0
PGE;20070805;0
PGE;20070806;0
PGE;20070807;0
PGE;20070808;0
PGE;20070809;0
PGE;20070810;0
PGE;20070811;0
PGE;20070812;0
PGE;20070813;0
PGE;20070814;0
PGE;20070815;0
PGE;20070816;0
PGE;20070817;0
PGE;20070818;0
PGE;20070819;0
PGE;20070820;0
PGE;20070821;0
PGE;20070822;0
PGE;20070823;0
PGE;20070824;0
PGE;20070825;0
PGE;20070826;0
PGE;20070827;0
PGE;20070828;0
PGE;20070829;0
PGE;20070830;0
PGE;20070831;0
PGE;20070901;0
PGE;20070902;0
PGE;20070903;0
PGE;20070904;0
PGE;20070905;0
PGE;20070906;0
PGE;20070907;0
PGE;20070908;0
PGE;20070909;0
PGE;20070910;0
PGE;20070911;0
PGE;20070912;0
PGE;20070913;0
PGE;20070914;0
PGE;20070915;0
PGE;20070916;0
PGE;20070917;0
PGE;20070918;0
PGE;20070919;0
PGE;20070920;0
PGE;20070921;0
PGE;20070922;0
PGE;20070923;0
PGE;20070924;0
PGE;20070925;0
PGE;20070926;0
PGE;20070927;0
PGE;20070928;0
PGE;20070929;0
PGE;20070930;0
PGE;20071001;-
PGE;20071002;0
PGE;20071003;0
PGE;20071004;0
PGE;20071005;0
PGE;20071006;0
PGE;20071007;0
PGE;20071008;0
PGE;20071009;0
PGE;20071010;0
PGE;20071011;0
PGE;20071012;0
PGE;20071013;0
PGE;20071014;0
PGE;20071015;0
PGE;20071016;0
PGE;20071017;0
PGE;20071018;0
PGE;20071019;0
PGE;20071020;0
PGE;20071021;0
PGE;20071022;0
PGE;20071023;0
PGE;20071024;0
PGE;20071025;0
PGE;20071026;0
PGE;20071027;0
PGE;20071028;0
